path,file_size,id,name,description,uri,browse_file_formats,materials,polygons,vertex,is_rigged,is_animated,license,quality,software_for_import,categories,tags
n,20.7 MB,287710,Lion Sculpture Statue 3D Model,Free 3D Model Lion Sculpture Statue| free download ID287710. File available in: Object (.obj) formats. This 3d stuff contains the polygons| vertexs and shapes related to 3d objects| and ancient 3d model| lion 3d model| nature 3d elements. Get this Animal| Land Animals 3d models for 3d architecture visualization| 3d design| cg artwork or 3d rendering. A lot of low poly 3d models| vray materials| textures| rigged and animation are good to import them to your 3d scenes or 3d printing. ,https://open3dmodel.com/3d-models/lion-sculpture-statue_287710.html,Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Garden Components|Land Animals|Nature|Site Components,Ancient|Animal|Animal sculptures|Animal statue|Lion|Sculpture|sculptures|Statue|Wild
n,7.2 MB,19794,Silver Dress Lady Body Free 3D Model,Download Silver Dress Lady Body 3dsMax Model Free in .3ds .Max Zip files – ID19794. Thousands Free 3D Max Models of 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/silver-dress-lady-body-3dsmax-model-free_19794.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,body|Dress|Lady|People|Silver
n,6.2 MB,19799,Sexy Women 3D Model,Download Sexy Women 3dsMax Model in .3ds .Max Zip files – ID19799. Thousands Free 3D Max Models of 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/sexy-women-3dsmax-model_19799.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Human|People|Sexy|Women
n,468.3 KB,20992,Simple Brown Sofa 3D Model,Download Simple Brown Sofa 3d Max Model Free in .3ds .Max Zip files – ID20992. Thousands Free 3D Max Models of Sofa 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/simple-brown-sofa-3d-max-model-free_20992.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Furniture,brown|Minimalist|Simple|Sofa
n,7.6 MB,38949,Eagle Flying Animated Rigged 3D Model,Download Free 3D Model of Eagle Flying Animated Rigged| files available in: Maya (.ma| .mb) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/eagle-flying-animated-rigged_38949.html,Ma, Mb,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,Yes,Yes,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Bird Animals|Nature,Animal|Animated|avian|Avian animal|Bird|Birds|Eagle|Flying|hawk|Rig|Rigged
n,4.2 MB,5308,Lamppost 3D Model,Free Lamppost 3D Model ID5308 for Free Download in .3DS & .Gsm Zip Files. Download freebies 3dsMax Models of Lamppost| Lamp Post| Street Lamp 3D Objects| 3D Models free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/lamppost-3d-model_5308.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Furniture|Lighting Fixtures|Nature|Plants & Trees|Site Components,elements|Lamp|lamp post|lamppost|post|Street|Street Elements|Street Lamp|Tree|Trees
n,9.6 MB,6809,Dante Character 3D Model,Download Free 3D Model of Dante Naked Character| files available in: Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/dante-naked-character_6809.html,Blend|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,angel|Character|Characters|dante|Demon|devil|dmc|High|Human|naked|noesis|nude|People|res|textures|umodel
n,555.0 KB,122428,Japanese High School Girl 3D Model,Free 3D Model of Japanese High School Girl ID122428 for free download| files available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-japanese-high-school-girl_122428.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Characters|Female|Female Characters|Girl|Girl Characters|High|Human|Japanese|school|uniforms|Woman
n,10.2 MB,20684,Garden Landscape Grass 3D Model,Download Garden Landscape 3dsmax 3d Max Model FreeÂ£Âº Grass in .3ds .Max Zip files – ID20684. Thousands Free 3D Max Models of Plant 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/garden-landscape-3dsmax-3d-max-model-freeo-grass_20684.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Nature|Plants & Trees,elements|Garden|Garden Elements|Grass|landscape|o|Plant|Plants
n,21.7 MB,20556,63 Kinds Of Fish 3D Model,Download 63 Kinds Of Fish 3d Max Model in .3ds .Max Zip files – ID20556. Thousands Free 3D Max Models of 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/63-kinds-of-fish-3d-max-model_20556.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Nature|Sea Animals,Fish|kinds
n,564.4 KB,184037,Anatomy Teeth Gums 3D Model,Free 3D Model Anatomy Teeth Gums| free download ID184037. File available in: Autodesk 3D Studio (.3ds)| Object File (.obj) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-anatomy-teeth-gums_184037.html,3ds|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Anatomy|Characters|Misc,anatomy|Gums|Hospital|Human|Human anatomy|Skeleton|teeth
n,18.8 MB,8208,Crysis 2 Nanosuit Character 3D Model,Download Free 3D Model of Crysis 2 Nanosuit Character| files available in: Autodesk 3D Studio (.3ds)| Cinema 4D (.c4d)| Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/crysis-2-nanosuit-character_8208.html,3ds|C4d|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Low Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,adobe|Character|Characters|crysis|cs5|hd|High|hq|Low|Low Poly|Lowpoly|nanosuit|People|photoshop|Poly|v12
n,67.0 MB,6803,Bf3 Soldier Character 3D Model,Download Free 3D Model of Bf3 Soldier Character| files available in: Cinema 4D (.c4d)| 3D Studio Max (.max)| Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/bf3-soldier-character_6803.html,C4d|Max|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,bf|bf3|Character|Characters|Cinema|Military|monte|People|Soldier
n,353.6 KB,181114,Fitness Gym Exercise Equipment Collection 3D Model,Free 3D Model Fitness Gym Exercise Equipment Collection| free download ID181114. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-fitness-gym-exercise-equipment-collection_181114.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Misc|Sport,Bench|Bicycle|collection|Equipment|Exercise|exercise equipment|Fitness|Fitness Equipment|Gym|Gym equipment|Stationary|stationary bicycle|treadmill|weight|weight bench
n,469.1 KB,179394,Industrial Construction Tower Crane 3D Model,Free 3D Model Industrial Construction Tower Crane| free download ID179394. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to heavy equipment 3d model| crane 3d model| 3d objects. Get this Misc 3d models for 3d architecture visualization| 3d design| cg artwork or 3d rendering. A lot of low poly 3d models| vray materials| textures| rigged and animation are good to import them to your 3d scenes or 3d printing.,https://open3dmodel.com/3d-models/3d-model-industrial-construction-tower-crane_179394.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Misc,Construction|Crane|Equipment|heavy|Heavy equipment|Industrial|Tower
n,8.8 MB,115542,Maruti Suzuki Swift Dzire 3D Model,Free 3D Model of Maruti Suzuki Swift Dzire ID115542 for free download| files available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-maruti-suzuki-swift-dzire_115542.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,Car|Cars|DZire|Hatchback|Maruti|Suzuki|Swift|Transport
n,20.2 MB,3698,Beautiful Office Girl 3D Model,Free Beautiful Office Girl 3D Model ID3698 for Free Download in .3DS & .Gsm Zip Files. Download freebies 3dsMax Models of Woman| Girl| People 3D Objects| 3D Models free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/beautiful-office-girl-3d-model_3698.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,beautiful|Girl|Human|Office|People|Woman
n,728.2 KB,133892,Kof â Mai Shiranui Character 3D Model,Free 3D Model Kof â Mai Shiranui Character| free download ID133892. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-kof-mai-shiranui-character_133892.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters|Game Characters,Character|Characters|Female|Female Characters|Game|Game Character|Girl|Girl Characters|Human|KOF|Mai|Shiranui
n,6.4 MB,42609,Camera Tripod 3D Model,Free 3D Model of Camera Tripod ID42609 for free download| files available in: Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-camera-tripod_42609.html,Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Electronic,Camera|Equipment|Photographic|Photographic equipment|tripod
n,335.7 KB,120600,Coffee Machine 3D Model,Free 3D Model of Coffee Machine ID120600 for free download| files available in: Autodesk 3D Studio (.3ds) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-coffee-machine_120600.html,3ds,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Electronic,appliance|Coffee|Coffee machine|Coffeemaker|Kitchen|Kitchen appliance|Machine|Small|Small appliance
n,175.7 KB,9256,Minecraft Tree 3D Model,Free Download Minecraft Tree Free 3d Model file Zip| Rar in .3ds| .obj| .dae| .c4d| .fbx format – ID9256. Download Free 3D Max Models of 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/minecraft-tree-free-3d-model_9256.html,3ds|C4d|Dae|Fbx|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Nature|Plants & Trees,minecraft|Tree|Trees
n,1.1 MB,133824,African Cheetah Animal 3D Model,Free 3D Model African Cheetah Animal| free download ID133824. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-african-cheetah-animal_133824.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Land Animals|Nature,African|Animal|Cheetah|Leopard|Mammal|Wild
n,9.5 MB,3390,Honda Crv Car 3D Model,Free Honda Crv Car 3D Model ID3390 for Free Download in .3DS & .Gsm Zip Files. Download freebies 3dsMax Models of Car| Motor-car| Honda 3D Objects| 3D Models free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/honda-crv-car-3d-model_3390.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,automobile|Car|Cars|crv|Honda|motor|Motor Car
n,2.3 MB,370177,Double Bed V10 3D Model,Free Download| Double ,https://open3dmodel.com/3d-models/double-bed-v10_370177.html,3ds|Max|Obj|Skp,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Bedroom Furniture|Furniture,Bed|Bedroom|Double|Furniture
n,17.8 MB,3382,Mini Cooper Car 3D Model,Free Mini Cooper Car 3D Model ID3382 for Free Download in .3DS & .Gsm Zip Files. Download freebies 3dsMax Models of Car Mini Cooper| Automobile 3D Objects| 3D Models free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/mini-cooper-car-3d-model_3382.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,automobile|Car|Cars|cooper|mini|Mini Cooper|motor|Motor Car
n,229.7 KB,19416,Restaurant Bar Interior Scene 3D Model,Download Restaurant Bar 3d Max Model Free in .3ds .Max Zip files – ID19416. Thousands Free 3D Max Models of Office Space 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/restaurant-bar-3d-max-model-free_19416.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|Furniture,Bar|Interior|Office|office space|Restaurant|scene|space
n,590.3 KB,20562,Dog Pet 3D Model,Download Dog Pet 3d Max Model Free in .3ds .Max Zip files – ID20562. Thousands Free 3D Max Models of 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/dog-pet-3d-max-model-free_20562.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Nature,Dog|Pet
n,85.7 KB,20442,Shopping Street Exterior Scene 3D Model,Download Shopping Street Exterior 3dsMax Scene in .3ds .Max Zip files – ID20442. Thousands Free 3D Max Models of Playground 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/shopping-street-exterior-3dsmax-scene_20442.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Architecture|Garden Components|Nature|Plants & Trees|Site Components,Building|exterior|Outdoor|Playground|scene|Shopping|Street|Tree|Trees
n,267.5 KB,16863,Swimwear Male 3D Model,Download Swimwear Male 3d Max Model Free in .3ds .Max Zip files – ID16863. Thousands Free 3D Max Models of 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/male-nude-3d-max-model-free_16863.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Male|nude|People
n,2.7 MB,110400,Beverage Display Cooler 3D Model,Free 3D Model of Beverage Display Cooler ID110400 for free download| files available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-beverage-display-cooler_110400.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Electronic|Misc,beverage|cooler|Display|display fridge|Equipment|fridge|refrigeration|Refrigeration Equipment|store|Store equipment
n,1.3 MB,125983,Police Officer 3D Model,Free 3D Model of Police Officer ID125983 for free download| files available in: Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-police-officer_125983.html,Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters|Vehicles,Characters|Human|Male|Man|Man Characters|Office|Officer|Police
n,3.0 MB,135178,Furniture Eames Dsw Chair 3D Model,Free 3D Model Furniture Eames Dsw Chair| free download ID135178. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-furniture-eames-dsw-chair_135178.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Furniture,Chair|Chairs|Dining|Dining Chairs|Dining Room|Dining Room Furniture|Dsw|eames|eames chair|Furniture|plastic|Plastic Chairs|ray|Room|Side|Side Chair
n,3.9 MB,118788,Anime Fox Girl Character 3D Model,Free 3D Model Anime Fox Girl Character| free download ID118788. File available in: Maya (.ma| .mb)| 3D Studio Max (.max)| Object File (.obj)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-anime-fox-girl-character_118788.html,Ma, Mb|Max|Obj|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Anime characters|Characters,Anime|Character|Characters|Female|Female Characters|Fox|Girl|Girl Characters|Human
n,13.9 MB,2221,Propeller Airplane 3D Model,Propeller Airplane 3D Model Free Download| ID2221 (.3ds &.gsm files). Thousands Airplane| Aeroplane| Aircraft 3DS Max Models & 3D Objects| Free 3D Models for 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/propeller-airplane-3d-model_2221.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Aircraft|Vehicles,aeroplane|Aircraft|Airplane|Propeller
